"ID"	"Gene.title"	"Gene.symbol"	"Gene.ID"	"UniGene.title"	"UniGene.symbol"	"UniGene.ID"	"Nucleotide.Title"	"GI"	"GenBank.Accession"	"Platform_CLONEID"	"Platform_ORF"	"Platform_SPOTID"	"Chromosome.location"	"Chromosome.annotation"	"GO.Function"	"GO.Process"	"GO.Component"	"GO.Function.ID"	"GO.Process.ID"	"GO.Component.ID"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"228168_at"	"ATP synthase, H+ transporting, mitochondrial Fo complex subunit C3 (subunit 9)"	"ATP5G3"	"518"	""	""	""	"AU153583 NT2RP3 Homo sapiens cDNA clone NT2RP3003493 3-, mRNA sequence"	11015104	"AU153583"	NA	NA	""	"2q31.1"	"Chromosome 2, NC_000002.12 (175176258..175181762, complement)"	"hydrogen ion transmembrane transporter activity///lipid binding///transporter activity"	"ATP biosynthetic process///ATP hydrolysis coupled proton transport///aging///mitochondrial ATP synthesis coupled proton transport///response to ethanol"	"integral component of membrane///mitochondrial outer membrane///mitochondrial proton-transporting ATP synthase complex///proton-transporting ATP synthase complex, coupling factor F(o)"	"GO:0015078///GO:0008289///GO:0005215"	"GO:0006754///GO:0015991///GO:0007568///GO:0042776///GO:0045471"	"GO:0016021///GO:0005741///GO:0005753///GO:0045263"	-0.357888826492063	7.3665105261875	-5.32490293633449	5.76242957009595e-05	0.286418942495451	1.26364244361562
"236236_at"	"WNK lysine deficient protein kinase 3"	"WNK3"	"65267"	""	""	""	"yg20h11.s1 Soares infant brain 1NIB Homo sapiens cDNA clone IMAGE:32930 3-, mRNA sequence"	821659	"R43746"	NA	NA	""	"Xp11.22"	"Chromosome X, NC_000023.11 (54192823..54358695, complement)"	"ATP binding///chloride channel inhibitor activity///protein binding///protein kinase activity///protein serine/threonine kinase activity///protein serine/threonine kinase activity"	"intracellular signal transduction///intracellular signal transduction///negative regulation of apoptotic process///negative regulation of pancreatic juice secretion///positive regulation of calcium ion transport///positive regulation of establishment of protein localization to plasma membrane///positive regulation of ion transmembrane transporter activity///positive regulation of peptidyl-threonine phosphorylation///positive regulation of rubidium ion transmembrane transporter activity///positive regulation of rubidium ion transport///positive regulation of sodium ion transmembrane transporter activity///positive regulation of sodium ion transmembrane transporter activity///positive regulation of sodium ion transport///protein autophosphorylation///protein phosphorylation///regulation of ion homeostasis"	"adherens junction///bicellular tight junction///cytoplasm///cytosol"	"GO:0005524///GO:0019869///GO:0005515///GO:0004672///GO:0004674///GO:0004674"	"GO:0035556///GO:0035556///GO:0043066///GO:0090188///GO:0051928///GO:0090004///GO:0032414///GO:0010800///GO:2000688///GO:2000682///GO:2000651///GO:2000651///GO:0010765///GO:0046777///GO:0006468///GO:2000021"	"GO:0005912///GO:0005923///GO:0005737///GO:0005829"	1.3455265404127	6.023538985875	5.12541584445089	8.68313360873337e-05	0.331747484790767	0.974793575074711
"207386_at"	"cytochrome P450 family 7 subfamily B member 1"	"CYP7B1"	"9420"	""	""	""	"Homo sapiens cytochrome P450 family 7 subfamily B member 1 (CYP7B1), transcript variant 1, mRNA"	1033515846	"NM_004820"	NA	NA	""	"8q21.3"	"Chromosome 8, NC_000008.11 (64590851..64798791, complement)"	"25-hydroxycholesterol 7alpha-hydroxylase activity///heme binding///iron ion binding///oxysterol 7-alpha-hydroxylase activity///oxysterol 7-alpha-hydroxylase activity"	"B cell chemotaxis///bile acid biosynthetic process///bile acid biosynthetic process///cholesterol metabolic process///negative regulation of intracellular estrogen receptor signaling pathway///oxidation-reduction process///positive regulation of epithelial cell proliferation///prostate gland epithelium morphogenesis///sterol metabolic process"	"endoplasmic reticulum membrane///organelle membrane"	"GO:0033783///GO:0020037///GO:0005506///GO:0008396///GO:0008396"	"GO:0035754///GO:0006699///GO:0006699///GO:0008203///GO:0033147///GO:0055114///GO:0050679///GO:0060740///GO:0016125"	"GO:0005789///GO:0031090"	0.543386557666667	4.6014904173125	5.11203756140443	8.92666634291683e-05	0.331747484790767	0.955177155471314
"238063_at"	"transmembrane protein 154"	"TMEM154"	"201799"	""	""	""	"oc26b07.s1 NCI_CGAP_GCB1 Homo sapiens cDNA clone IMAGE:1350805 3-, mRNA sequence"	2875033	"AA806283"	NA	NA	""	"4q31.3"	"Chromosome 4, NC_000004.12 (152626114..152680165, complement)"	""	""	"integral component of membrane"	""	""	"GO:0016021"	-1.32546662409524	5.407625921625	-5.0706067638687	9.72626978908946e-05	0.331747484790767	0.894235255309128
"204359_at"	"uncharacterized LOC100506718///fibronectin leucine rich transmembrane protein 2"	"LOC100506718///FLRT2"	"100506718///23768"	""	""	""	"Homo sapiens fibronectin leucine rich transmembrane protein 2 (FLRT2), mRNA"	62241047	"NM_013231"	NA	NA	""	"14q31.3"	"Chromosome 14, NC_000014.9 (85557793..85563052)///Chromosome 14, NC_000014.9 (85530067..85628696)"	"chemorepellent activity///fibroblast growth factor receptor binding///protein binding, bridging///protein kinase inhibitor activity///receptor signaling protein activity"	"axon guidance///basement membrane organization///biological_process///cell adhesion involved in heart morphogenesis///cytokine-mediated signaling pathway///fibroblast growth factor receptor signaling pathway///fibroblast growth factor receptor signaling pathway///heart morphogenesis///negative chemotaxis///negative regulation of JAK-STAT cascade///negative regulation of protein kinase activity///positive regulation of synapse assembly///regulation of neuron migration"	"cell-cell junction///cytoplasm///endoplasmic reticulum membrane///extracellular exosome///extracellular space///focal adhesion///colocalizes_with focal adhesion///integral component of plasma membrane///integral component of plasma membrane///neuron projection///organelle membrane///plasma membrane///proteinaceous extracellular matrix///synapse"	"GO:0045499///GO:0005104///GO:0030674///GO:0004860///GO:0005057"	"GO:0007411///GO:0071711///GO:0008150///GO:0061343///GO:0019221///GO:0008543///GO:0008543///GO:0003007///GO:0050919///GO:0046426///GO:0006469///GO:0051965///GO:2001222"	"GO:0005911///GO:0005737///GO:0005789///GO:0070062///GO:0005615///GO:0005925///colocalizes_with GO:0005925///GO:0005887///GO:0005887///GO:0043005///GO:0031090///GO:0005886///GO:0005578///GO:0045202"	0.821276081301588	4.893466623125	4.99678022133562	0.000113380374238976	0.331747484790767	0.784927128298742
"229744_at"	"sperm specific antigen 2"	"SSFA2"	"6744"	""	""	""	"AL556611 Homo sapiens HELA CELLS COT 25-NORMALIZED Homo sapiens cDNA clone CS0DK006YL02 5-PRIME, mRNA sequence"	46182030	"AL556611"	NA	NA	""	"2q31.3"	"Chromosome 2, NC_000002.12 (181891716..181930738)"	"actin filament binding///receptor binding"	""	"cytoplasm///nucleus///plasma membrane"	"GO:0051015///GO:0005102"	""	"GO:0005737///GO:0005634///GO:0005886"	-0.570850722095238	5.86161907975	-4.95181905893801	0.000124513738977248	0.331747484790767	0.717914546454661
"220263_at"	"SMAD5 antisense RNA 1"	"SMAD5-AS1"	"9597"	""	""	""	""	NA	""	NA	NA	""	"5q31.1"	"Chromosome 5, NC_000005.10 (136129513..136134890, complement)"	""	"signal transduction"	""	""	"GO:0007165"	""	-0.408317135730158	3.8886706725625	-4.94609614317059	0.000126009074350215	0.331747484790767	0.709361002222788
"220313_at"	"G protein-coupled receptor 88"	"GPR88"	"54112"	""	""	""	"Homo sapiens G protein-coupled receptor 88 (GPR88), mRNA"	116063555	"NM_022049"	NA	NA	""	"1p21.3"	"Chromosome 1, NC_000001.11 (100538172..100542027)"	"G-protein coupled receptor activity"	"G-protein coupled receptor signaling pathway///G-protein coupled receptor signaling pathway///cell surface receptor signaling pathway///locomotory behavior///neuromuscular process controlling balance///neuronal action potential"	"cellular_component///integral component of plasma membrane"	"GO:0004930"	"GO:0007186///GO:0007186///GO:0007166///GO:0007626///GO:0050885///GO:0019228"	"GO:0005575///GO:0005887"	2.71825882866667	5.097681570875	4.93063882217252	0.000130140495311676	0.331747484790767	0.686231586678978
"229811_at"	""	""	""	""	""	""	""	NA	""	NA	NA	""	""	""	""	""	""	""	""	""	-0.379385438269839	4.8015773023125	-4.90072488979871	0.000138534264833191	0.331747484790767	0.641359975139049
"218858_at"	"DEP domain containing MTOR-interacting protein"	"DEPTOR"	"64798"	""	""	""	"Homo sapiens DEP domain containing MTOR-interacting protein (DEPTOR), transcript variant 1, mRNA"	545686976	"NM_022783"	NA	NA	""	"8q24.12"	"Chromosome 8, NC_000008.11 (119873655..120056202)"	"protein binding"	"intracellular signal transduction///negative regulation of TOR signaling///negative regulation of cell size///negative regulation of protein kinase activity///regulation of extrinsic apoptotic signaling pathway"	"intracellular"	"GO:0005515"	"GO:0035556///GO:0032007///GO:0045792///GO:0006469///GO:2001236"	"GO:0005622"	1.04347488693651	6.4664199638125	4.88103596743458	0.00014435945663015	0.331747484790767	0.611747322441129
"221868_at"	"poly(A) binding protein interacting protein 2B"	"PAIP2B"	"400961"	""	""	""	"Homo sapiens KIAA1155 mRNA for KIAA1155 protein"	6330115	"AB032981"	NA	NA	""	"2p13.3"	"Chromosome 2, NC_000002.12 (71182738..71227110, complement)"	"protein binding///translation repressor activity, nucleic acid binding"	"negative regulation of translational initiation"	"cytoplasm"	"GO:0005515///GO:0000900"	"GO:0045947"	"GO:0005737"	0.697785203809524	6.308739364	4.8670800772778	0.000148639753032236	0.331747484790767	0.590719647644182
"202457_s_at"	"protein phosphatase 3 catalytic subunit alpha"	"PPP3CA"	"5530"	""	""	""	"ol49c10.s1 Soares_NFL_T_GBC_S1 Homo sapiens cDNA clone IMAGE:1526802 3-, mRNA sequence"	3050521	"AA911231"	NA	NA	""	"4q24"	"Chromosome 4, NC_000004.12 (101023430..101347471, complement)"	"calcium ion binding///calmodulin binding///calmodulin binding///calmodulin-dependent protein phosphatase activity///calmodulin-dependent protein phosphatase activity///drug binding///enzyme binding///protein binding///protein dimerization activity///protein heterodimerization activity///protein serine/threonine phosphatase activity"	"Fc-epsilon receptor signaling pathway///G1/S transition of mitotic cell cycle///T cell activation///Wnt signaling pathway, calcium modulating pathway///calcineurin-NFAT signaling cascade///calcium ion transport///cardiac muscle hypertrophy in response to stress///cellular response to drug///cellular response to glucose stimulus///dephosphorylation///excitatory postsynaptic potential///modulation of synaptic transmission///multicellular organismal response to stress///negative regulation of chromatin binding///negative regulation of dendrite morphogenesis///negative regulation of insulin secretion///positive regulation of NFAT protein import into nucleus///positive regulation of cardiac muscle hypertrophy in response to stress///positive regulation of sequence-specific DNA binding transcription factor activity///positive regulation of transcription from RNA polymerase II promoter///protein dephosphorylation///protein dephosphorylation///protein import into nucleus///response to amphetamine///response to calcium ion///skeletal muscle fiber development///transition between fast and slow fiber"	"Z disc///calcineurin complex///calcineurin complex///cytoplasm///cytosol///mitochondrion///nucleoplasm///nucleoplasm///postsynapse///sarcolemma"	"GO:0005509///GO:0005516///GO:0005516///GO:0033192///GO:0033192///GO:0008144///GO:0019899///GO:0005515///GO:0046983///GO:0046982///GO:0004722"	"GO:0038095///GO:0000082///GO:0042110///GO:0007223///GO:0033173///GO:0006816///GO:0014898///GO:0035690///GO:0071333///GO:0016311///GO:0060079///GO:0050804///GO:0033555///GO:0035562///GO:0050774///GO:0046676///GO:0051533///GO:1903244///GO:0051091///GO:0045944///GO:0006470///GO:0006470///GO:0006606///GO:0001975///GO:0051592///GO:0048741///GO:0014883"	"GO:0030018///GO:0005955///GO:0005955///GO:0005737///GO:0005829///GO:0005739///GO:0005654///GO:0005654///GO:0098794///GO:0042383"	-0.88553900247619	7.30233865375	-4.85905103685894	0.000151160890641922	0.331747484790767	0.578608003770723
"207820_at"	"alcohol dehydrogenase 1A (class I), alpha polypeptide"	"ADH1A"	"124"	""	""	""	"Homo sapiens alcohol dehydrogenase 1A (class I), alpha polypeptide (ADH1A), mRNA"	312176410	"NM_000667"	NA	NA	""	"4q23"	"Chromosome 4, NC_000004.12 (99276366..99291028, complement)"	"alcohol dehydrogenase (NAD) activity///alcohol dehydrogenase activity, zinc-dependent///alcohol dehydrogenase activity, zinc-dependent///protein binding///retinol dehydrogenase activity///zinc ion binding"	"alcohol metabolic process///drug metabolic process///ethanol oxidation"	"cytosol"	"GO:0004022///GO:0004024///GO:0004024///GO:0005515///GO:0004745///GO:0008270"	"GO:0006066///GO:0017144///GO:0006069"	"GO:0005829"	-0.490558684444444	12.08819643	-4.8556797504296	0.00015223248186857	0.331747484790767	0.573519425651607
"222930_s_at"	"agmatinase"	"AGMAT"	"79814"	""	""	""	"Homo sapiens agmatine ureohydrolase (agmatinase), mRNA (cDNA clone MGC:13078 IMAGE:3837251), complete cds"	13477244	"BC005090"	NA	NA	""	"1p36.21"	"Chromosome 1, NC_000001.11 (15571699..15585110, complement)"	"agmatinase activity///metal ion binding"	"agmatine biosynthetic process///putrescine biosynthetic process from arginine///spermidine biosynthetic process"	"extracellular exosome///mitochondrion"	"GO:0008783///GO:0046872"	"GO:0097055///GO:0033388///GO:0008295"	"GO:0070062///GO:0005739"	-0.60880047647619	7.377484830875	-4.84966381134905	0.000154164041379331	0.331747484790767	0.564434551477071
"205209_at"	"activin A receptor type 1B"	"ACVR1B"	"91"	""	""	""	"Homo sapiens activin A receptor, type IB, mRNA (cDNA clone MGC:2177 IMAGE:3352720), complete cds"	12652986	"BC000254"	NA	NA	""	"12q13"	"Chromosome 12, NC_000012.12 (51951667..51997079)"	"ATP binding///SMAD binding///contributes_to activin binding///activin receptor activity, type I///activin receptor activity, type I///contributes_to activin-activated receptor activity///contributes_to growth factor binding///inhibin binding///metal ion binding///protein binding///protein serine/threonine kinase activity///protein serine/threonine kinase activity///protein serine/threonine kinase activity///receptor signaling protein serine/threonine kinase activity///transmembrane receptor protein serine/threonine kinase activity///ubiquitin protein ligase binding"	"G1/S transition of mitotic cell cycle///activin receptor signaling pathway///activin receptor signaling pathway///central nervous system development///development of primary female sexual characteristics///extrinsic apoptotic signaling pathway///hair follicle development///in utero embryonic development///negative regulation of cell growth///negative regulation of gene expression///nodal signaling pathway///peptidyl-threonine phosphorylation///positive regulation of activin receptor signaling pathway///positive regulation of erythrocyte differentiation///positive regulation of pathway-restricted SMAD protein phosphorylation///positive regulation of transcription from RNA polymerase II promoter///positive regulation of trophoblast cell migration///protein autophosphorylation///protein phosphorylation///regulation of transcription, DNA-templated///signal transduction///signal transduction by protein phosphorylation///transmembrane receptor protein serine/threonine kinase signaling pathway"	"activin receptor complex///cell surface///extracellular exosome///integral component of plasma membrane///plasma membrane///receptor complex"	"GO:0005524///GO:0046332///contributes_to GO:0048185///GO:0016361///GO:0016361///contributes_to GO:0017002///contributes_to GO:0019838///GO:0034711///GO:0046872///GO:0005515///GO:0004674///GO:0004674///GO:0004674///GO:0004702///GO:0004675///GO:0031625"	"GO:0000082///GO:0032924///GO:0032924///GO:0007417///GO:0046545///GO:0097191///GO:0001942///GO:0001701///GO:0030308///GO:0010629///GO:0038092///GO:0018107///GO:0032927///GO:0045648///GO:0010862///GO:0045944///GO:1901165///GO:0046777///GO:0006468///GO:0006355///GO:0007165///GO:0023014///GO:0007178"	"GO:0048179///GO:0009986///GO:0070062///GO:0005887///GO:0005886///GO:0043235"	-0.566378064317465	5.52092542075	-4.80569842894394	0.000169062808805854	0.331747484790767	0.497867199112743
"205363_at"	"gamma-butyrobetaine hydroxylase 1"	"BBOX1"	"8424"	""	""	""	"Homo sapiens gamma-butyrobetaine hydroxylase 1 (BBOX1), mRNA"	95147560	"NM_003986"	NA	NA	""	"11p14.2"	"Chromosome 11, NC_000011.10 (27040705..27127807)"	"gamma-butyrobetaine dioxygenase activity///gamma-butyrobetaine dioxygenase activity///gamma-butyrobetaine dioxygenase activity///iron ion binding///protein binding///zinc ion binding"	"carnitine biosynthetic process///carnitine biosynthetic process///carnitine biosynthetic process///oxidation-reduction process"	"cytosol///extracellular exosome///mitochondrion"	"GO:0008336///GO:0008336///GO:0008336///GO:0005506///GO:0005515///GO:0008270"	"GO:0045329///GO:0045329///GO:0045329///GO:0055114"	"GO:0005829///GO:0070062///GO:0005739"	-1.21790429838095	8.554406916125	-4.74590810449184	0.000191718978245401	0.331747484790767	0.406854951469212
"205775_at"	"family with sequence similarity 50 member B"	"FAM50B"	"26240"	""	""	""	"Homo sapiens family with sequence similarity 50 member B (FAM50B), mRNA"	952009241	"NM_012135"	NA	NA	""	"6p25.2"	"Chromosome 6, NC_000006.12 (3831901..3851320)"	"protein binding"	""	"nucleus"	"GO:0005515"	""	"GO:0005634"	0.692670757396824	5.94831116825	4.72719686090445	0.000199428711831081	0.331747484790767	0.378259758653354
"236457_at"	"glycosyltransferase like domain containing 1"	"GTDC1"	"79712"	""	""	""	"zd45e09.r1 Soares_fetal_heart_NbHH19W Homo sapiens cDNA clone IMAGE:343624 5-, mRNA sequence"	1378913	"W69585"	NA	NA	""	"2q22.3"	"Chromosome 2, NC_000002.12 (143945787..144333092, complement)"	"transferase activity, transferring glycosyl groups"	""	""	"GO:0016757"	""	""	0.333531980761906	4.75934462325	4.71766943080236	0.000203475277135543	0.331747484790767	0.363679100221089
"1553927_at"	"chromosome 7 open reading frame 33"	"C7orf33"	"202865"	""	""	""	"Homo sapiens chromosome 7 open reading frame 33 (C7orf33), mRNA"	743405604	"NM_145304"	NA	NA	""	"7q36.1"	"Chromosome 7, NC_000007.14 (148590565..148615860)"	""	""	""	""	""	""	0.311992922825397	3.913633220625	4.71498939059913	0.000204628601096585	0.331747484790767	0.359575117631696
"233647_s_at"	"cytidine and dCMP deaminase domain containing 1"	"CDADC1"	"81602"	""	""	""	""	NA	""	NA	NA	""	"13q14.2"	"Chromosome 13, NC_000013.11 (49247875..49293486)"	"hydrolase activity///zinc ion binding"	""	""	"GO:0016787///GO:0008270"	""	""	-0.727008162428572	5.4336595759375	-4.71482640354384	0.00020469895555404	0.331747484790767	0.359325498190133
