ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
8171684	0.15008	2.28e-04	-4.24021818	0.51646	-0.4213065	SH3KBP1	SH3 domain containing kinase binding protein 1
7908492	0.15008	2.31e-04	4.23618595	0.50741	1.01901751	CFHR4	complement factor H related 4
8142120	0.15008	2.35e-04	4.22878851	0.49083	0.83145015	NAMPT	nicotinamide phosphoribosyltransferase
7965606	0.15008	2.42e-04	4.21838003	0.4675	0.9520542	HAL	histidine ammonia-lyase
8058091	0.15008	2.42e-04	-4.2183669	0.46747	-0.46967256	SATB2	SATB homeobox 2
8141066	0.15008	2.43e-04	4.21591088	0.46196	0.47099135	PON3	paraoxonase 3
7919251	0.15142	2.50e-04	4.20575857	0.43921	0.34334897	GPR89A///GPR89B	G protein-coupled receptor 89A///G protein-coupled receptor 89B
7896689	0.15769	2.65e-04	-4.18387287	0.39018	-0.52401958		
8020037	0.15819	2.71e-04	-4.17608078	0.37273	-0.48654641	MTCL1	microtubule crosslinking factor 1
8048466	0.16359	2.85e-04	4.15705836	0.33014	0.47449445		
8013015	0.16383	2.90e-04	4.15011011	0.31459	0.48468254	CENPV	centromere protein V
7916225	0.16474	2.97e-04	4.14176167	0.29591	0.56024179	RPS13	ribosomal protein S13
7904930	0.16576	3.04e-04	4.13327827	0.27694	0.34155515	GPR89A///GPR89B	G protein-coupled receptor 89A///G protein-coupled receptor 89B
8148597	0.16987	3.18e-04	-4.11652919	0.23948	-0.2738871	ZFP41	ZFP41 zinc finger protein
7993281	0.16987	3.27e-04	-4.10583788	0.21558	-0.37389637	SNX29	sorting nexin 29
7941797	0.16987	3.35e-04	-4.09644976	0.1946	-0.26553604	GRK2	G protein-coupled receptor kinase 2
7895403	0.16987	3.41e-04	4.09002105	0.18024	0.73230335		
7980096	0.16987	3.53e-04	4.07705539	0.15128	0.88073364		
7896752	0.16987	3.84e-04	4.04546123	0.08077	0.89548818		
8165667	0.16987	3.84e-04	4.04546123	0.08077	0.89548818		
8175666	0.16987	3.94e-04	-4.0357359	0.05908	-0.8304416	GABRE	gamma-aminobutyric acid type A receptor epsilon subunit
8143110	0.16987	4.04e-04	4.02645217	0.03838	0.28433517	SLC13A4	solute carrier family 13 member 4
7924058	0.16987	4.05e-04	4.02491557	0.03496	0.45317786	IRF6	interferon regulatory factor 6
8033159	0.16987	4.06e-04	4.02450524	0.03404	0.37699629	PSPN///PSPN	persephin///persephin
7999360	0.16987	4.10e-04	4.02058722	0.02531	0.49424735	RPL21P28///RPL21	ribosomal protein L21 pseudogene 28///ribosomal protein L21
7916167	0.16987	4.16e-04	-4.01494157	0.01273	-0.50005167	ORC1	origin recognition complex subunit 1
7979044	0.16987	4.17e-04	-4.01407837	0.0108	-0.48190202	NIN	ninein
7989708	0.16987	4.18e-04	4.01340178	0.0093	0.24475349	MTFMT	mitochondrial methionyl-tRNA formyltransferase
7924144	0.16987	4.26e-04	4.00619897	-0.00675	0.40505533	RPL21P28///RPL21	ribosomal protein L21 pseudogene 28///ribosomal protein L21
8162586	0.16987	4.28e-04	4.00464938	-0.0102	0.31866778	SLC35D2	solute carrier family 35 member D2
8134339	0.16987	4.34e-04	-3.99940366	-0.02188	-1.99943256	PEG10	paternally expressed 10
7933933	0.16987	4.36e-04	3.99783782	-0.02537	0.60286239	DNAJC12	DnaJ heat shock protein family (Hsp40) member C12
7934278	0.16987	4.41e-04	3.99375115	-0.03447	1.23367358	P4HA1	prolyl 4-hydroxylase subunit alpha 1
8081036	0.16987	4.41e-04	3.99303556	-0.03606	0.71369953	CADM2	cell adhesion molecule 2
7948912	0.16987	4.42e-04	3.99271597	-0.03677	0.31609865	CHRM1	cholinergic receptor muscarinic 1
8061013	0.16987	4.42e-04	-3.99247016	-0.03732	-1.04354846	ISM1	isthmin 1, angiogenesis inhibitor
8127854	0.16987	4.49e-04	-3.98673279	-0.05009	-1.10217409	ME1	malic enzyme 1
7951408	0.16987	4.50e-04	-3.98547914	-0.05288	-0.38179568	CARD16	caspase recruitment domain family member 16
8019988	0.16987	4.55e-04	-3.98196156	-0.06071	-0.39152114	PTPRM	protein tyrosine phosphatase, receptor type M
7933084	0.16987	4.63e-04	3.97485485	-0.07653	0.83524382	NAMPT	nicotinamide phosphoribosyltransferase
7935627	0.16987	4.64e-04	3.97402174	-0.07838	0.42494242	GOT1	glutamic-oxaloacetic transaminase 1
7968226	0.16987	4.68e-04	3.97080311	-0.08554	0.36219467	RPL21P28///RPL21	ribosomal protein L21 pseudogene 28///ribosomal protein L21
8080466	0.16987	4.71e-04	3.96829391	-0.09112	0.56740336	ITIH3	inter-alpha-trypsin inhibitor heavy chain 3
7976496	0.16987	4.75e-04	3.96515872	-0.09809	0.36880046	SERPINA3	serpin family A member 3
7913858	0.16987	4.81e-04	-3.96055073	-0.10834	-0.51810661	PAQR7	progestin and adipoQ receptor family member 7
8101699	0.16987	4.84e-04	3.95798181	-0.11405	0.93937475	PPM1K	protein phosphatase, Mg2+/Mn2+ dependent 1K
7907492	0.16987	4.85e-04	-3.95783788	-0.11437	-0.39565855	RABGAP1L	RAB GTPase activating protein 1 like
7951589	0.17389	5.08e-04	3.9398988	-0.15424	0.43515124		
8057599	0.17389	5.11e-04	3.93803362	-0.15838	0.43850292	TFPI	tissue factor pathway inhibitor
7927814	0.17389	5.13e-04	3.93662814	-0.1615	0.41173791	SIRT1	sirtuin 1
8009075	0.17389	5.17e-04	-3.9334655	-0.16853	-0.40121824	TANC2	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2
8036902	0.17803	5.35e-04	3.92080393	-0.19664	0.44718115	SERTAD1	SERTA domain containing 1
7922804	0.1796	5.45e-04	-3.91373845	-0.21232	-0.28722913	APOBEC4	apolipoprotein B mRNA editing enzyme catalytic polypeptide like 4
8122732	0.17975	5.51e-04	3.90969986	-0.22128	0.45532307		
8131661	0.18539	5.75e-04	3.89344903	-0.25732	0.36100126	RPL21P28///RPL21	ribosomal protein L21 pseudogene 28///ribosomal protein L21
7928589	0.18539	5.85e-04	-3.88704556	-0.27152	-0.6683242	PPIF	peptidylprolyl isomerase F
7898582	0.18539	5.86e-04	3.88615088	-0.2735	0.29525655	RPS14P3///RPS14	ribosomal protein S14 pseudogene 3///ribosomal protein S14
8048205	0.18539	5.90e-04	3.88350815	-0.27935	1.35124759	IGFBP2	insulin like growth factor binding protein 2
8030277	0.18672	6.00e-04	-3.87725399	-0.29321	-0.57460531	CD37	CD37 molecule
8003875	0.18756	6.24e-04	-3.8625236	-0.32583	-0.34439691	SPNS2	sphingolipid transporter 2
8092314	0.18756	6.24e-04	3.86224803	-0.32644	0.44935442	DNAJC19	DnaJ heat shock protein family (Hsp40) member C19
8172028	0.18756	6.25e-04	3.86192215	-0.32716	0.49187519		
7894916	0.18756	6.28e-04	3.86003002	-0.33135	0.43192893		
8052934	0.18756	6.31e-04	3.85829317	-0.33519	0.36496083	MCEE	methylmalonyl-CoA epimerase
8156321	0.18896	6.41e-04	-3.85210447	-0.34889	-0.48553464	SYK	spleen associated tyrosine kinase
8056583	0.18963	6.56e-04	3.8436748	-0.36753	0.62704693	ABCB11	ATP binding cassette subfamily B member 11
8144917	0.18963	6.65e-04	-3.83854467	-0.37888	-0.81572659	LPL	lipoprotein lipase
8157650	0.18963	6.67e-04	-3.8374469	-0.3813	-0.44962907	PTGS1	prostaglandin-endoperoxide synthase 1
8067055	0.18963	6.76e-04	-3.83205621	-0.39322	-0.3821299	ATP9A	ATPase phospholipid transporting 9A (putative)
8084035	0.18963	6.77e-04	3.83148563	-0.39448	0.42046555	ZNF639	zinc finger protein 639
8005753	0.18963	6.78e-04	3.83117292	-0.39517	0.89080913		
7901720	0.19033	6.91e-04	-3.82399535	-0.41103	-1.04994761	PRKAA2	protein kinase AMP-activated catalytic subunit alpha 2
8084794	0.19033	6.92e-04	3.82344905	-0.41224	0.57388791	IL1RAP	interleukin 1 receptor accessory protein
8096457	0.19345	7.13e-04	3.8120392	-0.43744	0.30524145		
8073072	0.19345	7.17e-04	-3.81004453	-0.44184	-0.43860945	APOBEC3D	apolipoprotein B mRNA editing enzyme catalytic subunit 3D
7949995	0.19345	7.21e-04	3.80767851	-0.44706	0.43570335	MRPL21	mitochondrial ribosomal protein L21
8075695	0.19345	7.26e-04	-3.80494795	-0.45309	-0.69333561	APOL3	apolipoprotein L3
8043718	0.19541	7.40e-04	3.79777575	-0.46891	0.32347286	COX5B	cytochrome c oxidase subunit 5B
7896127	0.19541	7.54e-04	-3.79058373	-0.48478	-1.07295032		
8048319	0.19541	7.56e-04	3.7895144	-0.48713	1.20757183	VIL1	villin 1
7892720	0.19541	7.57e-04	3.78916334	-0.48791	0.60033374		
8154151	0.19688	7.69e-04	3.78337733	-0.50066	0.31534205	PLPP6	phospholipid phosphatase 6
7972932	0.19905	7.85e-04	-3.77528802	-0.51849	-1.02720571	GAS6-AS1///GAS6-AS1	GAS6 antisense RNA 1///GAS6 antisense RNA 1
7895364	0.19905	7.90e-04	-3.77301433	-0.5235	-0.69710319		
7957654	0.19905	7.99e-04	3.76850107	-0.53344	0.59407914	AMDHD1	amidohydrolase domain containing 1
7936727	0.19905	8.01e-04	3.76769966	-0.53521	0.34536627	RPL21P28///RPL21	ribosomal protein L21 pseudogene 28///ribosomal protein L21
7917180	0.19937	8.09e-04	3.76379788	-0.5438	0.68101015		
8119408	0.19937	8.14e-04	-3.76144391	-0.54898	-0.30113081	NFYA	nuclear transcription factor Y subunit alpha
8037535	0.20011	8.23e-04	3.75724524	-0.55822	0.49057303		
8045229	0.20117	8.37e-04	3.75082011	-0.57236	0.49466795	ARHGEF4	Rho guanine nucleotide exchange factor 4
7942798	0.20117	8.40e-04	-3.74971666	-0.57479	-0.34451894	USP35	ubiquitin specific peptidase 35
7981326	0.20292	8.54e-04	3.74315396	-0.58922	0.36915829	MIR1247///DIO3OS	microRNA 1247///DIO3 opposite strand/antisense RNA (head to head)
8114612	0.20292	8.72e-04	3.73528981	-0.60651	0.43421673	CD14	CD14 molecule
7902227	0.20292	8.73e-04	-3.73493976	-0.60728	-0.43212168	GADD45A	growth arrest and DNA damage inducible alpha
8164967	0.20292	8.74e-04	-3.73452795	-0.60819	-0.32957769	VAV2	vav guanine nucleotide exchange factor 2
7893573	0.20292	8.78e-04	3.73273536	-0.61213	0.64677049		
8158059	0.20292	8.84e-04	-3.73033266	-0.61741	-0.50140083	STXBP1	syntaxin binding protein 1
8151532	0.20313	8.91e-04	-3.72726035	-0.62416	-1.3783907	FABP4	fatty acid binding protein 4
7893298	0.20313	8.98e-04	3.72421405	-0.63085	0.64739554		
8108180	0.20313	9.03e-04	3.72212043	-0.63545	0.73099914		
8044301	0.20327	9.10e-04	3.71928782	-0.64167	0.39030047	SOWAHC	sosondowah ankyrin repeat domain family member C
7892901	0.2059	9.31e-04	3.71034206	-0.66131	0.29305455		
8012013	0.2059	9.34e-04	-3.70930929	-0.66357	-0.40978778	CLEC10A	C-type lectin domain family 10 member A
8123463	0.20688	9.50e-04	3.70290038	-0.67764	0.3827135	C6orf120///PHF10	chromosome 6 open reading frame 120///PHD finger protein 10
8075659	0.20688	9.54e-04	-3.70099144	-0.68182	-0.61989329	MB	myoglobin
8169984	0.20688	9.60e-04	3.69857186	-0.68713	0.62846777	HPRT1	hypoxanthine phosphoribosyltransferase 1
7898957	0.20688	9.63e-04	-3.69751567	-0.68944	-0.49231854	RCAN3	RCAN family member 3
8137865	0.2081	9.80e-04	-3.69066596	-0.70446	-0.35023925	GNA12	G protein subunit alpha 12
8167654	0.2081	9.81e-04	3.69036679	-0.70512	0.32675068	GSPT2	G1 to S phase transition 2
7962455	0.21091	1.00e-03	-3.68282579	-0.72164	-0.40967378	NELL2	neural EGFL like 2
7932453	0.21121	1.01e-03	-3.67986428	-0.72813	-0.60219485	NEBL	nebulette
8061169	0.21208	1.03e-03	3.6732516	-0.74261	0.52394189		
7899134	0.21208	1.03e-03	-3.6728043	-0.74359	-0.30936895	CEP85	centrosomal protein 85
8100312	0.21208	1.04e-03	-3.66992198	-0.7499	-0.38257776	LRRC66	leucine rich repeat containing 66
7895257	0.21208	1.04e-03	-3.66878376	-0.75239	-0.79217672		
7957551	0.21214	1.04e-03	3.66634275	-0.75773	1.04354177	SOCS2	suppressor of cytokine signaling 2
8105111	0.21473	1.07e-03	3.65902719	-0.77374	0.34818855	FBXO4	F-box protein 4
7940565	0.21473	1.07e-03	-3.65575334	-0.78089	-1.34141956	FADS2	fatty acid desaturase 2
8145005	0.21473	1.08e-03	-3.65474845	-0.78309	-0.77355006	DMTN	dematin actin binding protein
7909188	0.21504	1.08e-03	-3.65192181	-0.78927	-0.40211102	IKBKE	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon
7915275	0.217	1.10e-03	-3.64617322	-0.80184	-0.50885102		
8143461	0.21735	1.12e-03	3.64014438	-0.81501	0.50994971		
8005510	0.21735	1.13e-03	3.63676338	-0.82239	0.48128916		
8013292	0.21735	1.13e-03	3.63676338	-0.82239	0.48128916		
8072584	0.21735	1.13e-03	3.63587902	-0.82432	0.61661173		
8114653	0.21735	1.14e-03	3.63437517	-0.82761	0.27122173	TAF7	TATA-box binding protein associated factor 7
8078014	0.21866	1.15e-03	-3.62986979	-0.83744	-0.48465462	SLC6A6	solute carrier family 6 member 6
8096489	0.21956	1.16e-03	3.62610407	-0.84566	0.34682987	PDLIM5	PDZ and LIM domain 5
7904853	0.22264	1.19e-03	3.61585816	-0.86801	0.31590164	GPR89A///GPR89B	G protein-coupled receptor 89A///G protein-coupled receptor 89B
7894138	0.22264	1.20e-03	3.61373026	-0.87265	0.5426159		
8154363	0.22264	1.20e-03	3.61294495	-0.87436	0.30470366	RPS26	ribosomal protein S26
7950501	0.22264	1.20e-03	-3.61183675	-0.87678	-0.37667526	GDPD5	glycerophosphodiester phosphodiesterase domain containing 5
7949719	0.22264	1.23e-03	3.6025383	-0.89704	0.4698629	PC	pyruvate carboxylase
7944361	0.22264	1.24e-03	-3.60007154	-0.90241	-0.32478839		
7893657	0.22264	1.24e-03	3.59999111	-0.90259	0.48124875		
7937735	0.22264	1.25e-03	-3.59669478	-0.90977	-0.40146996	LSP1	lymphocyte-specific protein 1
7998434	0.22264	1.25e-03	-3.59649051	-0.91021	-0.64281445	TPSB2///TPSAB1	tryptase beta 2 (gene/pseudogene)///tryptase alpha/beta 1
8113220	0.22264	1.26e-03	3.59569224	-0.91195	0.40461617	ELL2	elongation factor for RNA polymerase II 2
7951157	0.22264	1.26e-03	-3.59459599	-0.91434	-0.45685491	CCDC82	coiled-coil domain containing 82
8006477	0.22264	1.27e-03	3.59181077	-0.9204	0.33854352	ZNF830	zinc finger protein 830
7983512	0.22264	1.27e-03	3.59151571	-0.92104	0.28795111	SQRDL	sulfide quinone reductase-like (yeast)
8112920	0.22264	1.27e-03	-3.59136048	-0.92138	-0.41092369	ACOT12	acyl-CoA thioesterase 12
7924603	0.22487	1.30e-03	3.58281272	-0.93998	0.33745145	LBR	lamin B receptor
8091306	0.22487	1.31e-03	3.57835361	-0.94968	0.50317851	PLSCR4	phospholipid scramblase 4
7939068	0.22487	1.31e-03	3.57832343	-0.94974	0.31655634	RPS25	ribosomal protein S25
8165345	0.22487	1.31e-03	-3.57822836	-0.94995	-0.50742406	ABCA2	ATP binding cassette subfamily A member 2
8132345	0.22487	1.32e-03	-3.57753357	-0.95146	-0.35188185		
7901038	0.22505	1.32e-03	3.57525686	-0.95641	0.25721407	RPS8	ribosomal protein S8
8062377	0.22586	1.34e-03	-3.57191927	-0.96367	-0.34484386	SRC	SRC proto-oncogene, non-receptor tyrosine kinase
8092021	0.22724	1.35e-03	-3.56720534	-0.97391	-0.62337241	LRRC31	leucine rich repeat containing 31
7992181	0.22724	1.36e-03	-3.56568089	-0.97722	-0.61634056	TPSB2///TPSAB1	tryptase beta 2 (gene/pseudogene)///tryptase alpha/beta 1
8046922	0.22892	1.38e-03	-3.56090108	-0.9876	-0.63776745	COL3A1	collagen type III alpha 1 chain
7937711	0.22995	1.39e-03	3.55725072	-0.99553	0.31055792		
7954785	0.23131	1.40e-03	3.55307505	-1.00459	0.27630972		
8108066	0.23565	1.44e-03	3.54327926	-1.02584	0.29676321	UBE2B	ubiquitin conjugating enzyme E2 B
7894205	0.23565	1.45e-03	3.54105427	-1.03066	0.38761493		
7997192	0.23565	1.45e-03	3.54021357	-1.03249	0.28327492	HPR	haptoglobin-related protein
8111788	0.24079	1.49e-03	3.52976557	-1.05513	0.33863008	TTC33	tetratricopeptide repeat domain 33
8150920	0.24079	1.50e-03	-3.5281292	-1.05867	-2.49596484	CYP7A1	cytochrome P450 family 7 subfamily A member 1
8149809	0.24312	1.53e-03	3.51955458	-1.07724	0.33840003		
7952086	0.24312	1.54e-03	-3.51834011	-1.07987	-0.92197542	TREH	trehalase
8114225	0.24312	1.54e-03	-3.51771975	-1.08121	-0.25292211	H2AFY	H2A histone family member Y
7894974	0.24312	1.54e-03	3.5159859	-1.08496	0.63467701		
7920047	0.24312	1.55e-03	3.51517638	-1.08671	0.29278949	MRPL9	mitochondrial ribosomal protein L9
7949075	0.24508	1.57e-03	3.51026499	-1.09733	0.285146	TRMT112	tRNA methyltransferase 11-2 homolog (S. cerevisiae)
7938348	0.24536	1.58e-03	3.50800048	-1.10223	0.56205063	WEE1	WEE1 G2 checkpoint kinase
7905058	0.24647	1.60e-03	-3.50134251	-1.11662	-0.5296356		
8112302	0.24647	1.61e-03	3.50094696	-1.11748	0.28434725	SMIM15	small integral membrane protein 15
8152333	0.24647	1.61e-03	3.50086613	-1.11765	0.76579168		
8002481	0.24653	1.62e-03	-3.49743695	-1.12506	-0.8917851	HYDIN2	HYDIN2, axonemal central pair apparatus protein (pseudogene)
8172573	0.24653	1.63e-03	3.49635801	-1.12739	0.37669305	SYP	synaptophysin
7962274	0.24653	1.63e-03	-3.49545515	-1.12934	-0.36048345	KIF21A	kinesin family member 21A
7931168	0.24692	1.64e-03	3.49309138	-1.13445	0.47682509	ACADSB	acyl-CoA dehydrogenase, short/branched chain
8174086	0.25211	1.68e-03	-3.48328956	-1.1556	-0.35110334	ARMCX6	armadillo repeat containing, X-linked 6
7985240	0.25216	1.69e-03	-3.48104075	-1.16046	-0.42865707	TMED3	transmembrane p24 trafficking protein 3
8093104	0.25216	1.70e-03	-3.47941044	-1.16397	-0.79350383	TM4SF19	transmembrane 4 L six family member 19
7929816	0.25216	1.70e-03	-3.47799689	-1.16702	-0.94095741	SCD	stearoyl-CoA desaturase
8139270	0.25239	1.72e-03	-3.47516513	-1.17313	-0.53213979	RASA4CP///RASA4	RAS p21 protein activator 4C, pseudogene///RAS p21 protein activator 4
7952022	0.25239	1.73e-03	-3.47208761	-1.17976	-0.50706351	JAML	junction adhesion molecule like
7960544	0.25239	1.73e-03	-3.47107457	-1.18195	-0.64990633	TAPBPL///VAMP1	TAP binding protein like///vesicle associated membrane protein 1
7961097	0.25239	1.74e-03	-3.47081923	-1.1825	-0.27379556	LOC400002	uncharacterized LOC400002
7965686	0.25398	1.77e-03	-3.46272547	-1.19993	-0.66697441	ANKS1B	ankyrin repeat and sterile alpha motif domain containing 1B
7938368	0.25398	1.80e-03	3.45772605	-1.2107	0.5511051		
8101304	0.25398	1.80e-03	3.45643911	-1.21347	0.38988548	RASGEF1B	RasGEF domain family member 1B
8034416	0.25398	1.82e-03	3.45268295	-1.22155	0.33567621	RPL10	ribosomal protein L10
7989473	0.25398	1.83e-03	3.45005701	-1.2272	0.37004679	C2CD4B	C2 calcium dependent domain containing 4B
7953569	0.25398	1.84e-03	-3.44909175	-1.22928	-0.29709366	PTPN6	protein tyrosine phosphatase, non-receptor type 6
7978586	0.25398	1.84e-03	3.4489374	-1.22961	0.34899842	CFL2	cofilin 2
8141791	0.25398	1.84e-03	-3.44888224	-1.22973	-0.59516908	UPK3BL///POLR2J3///POLR2J2	uroplakin 3B-like///RNA polymerase II subunit J3///RNA polymerase II subunit J2
7960594	0.25398	1.85e-03	-3.44667592	-1.23448	-0.24005207	CHD4	chromodomain helicase DNA binding protein 4
7959408	0.25398	1.85e-03	-3.44567694	-1.23663	-0.61682244	KNTC1	kinetochore associated 1
8152642	0.25398	1.85e-03	3.44554812	-1.2369	0.4632086	FAM83A-AS1	FAM83A antisense RNA 1
8135601	0.25398	1.86e-03	3.44487562	-1.23835	0.42267159	MET	MET proto-oncogene, receptor tyrosine kinase
7907970	0.25398	1.86e-03	3.44340614	-1.24151	0.54308075		
8020827	0.25398	1.87e-03	-3.44104075	-1.24659	-1.27820028	MEP1B	meprin A subunit beta
8044574	0.25398	1.88e-03	3.43998789	-1.24886	0.8930283	IL1RN	interleukin 1 receptor antagonist
8059413	0.25398	1.90e-03	-3.43571347	-1.25804	-0.55215799	DOCK10	dedicator of cytokinesis 10
7992756	0.25398	1.90e-03	-3.43468676	-1.26025	-0.6977925		
7915084	0.25398	1.91e-03	3.43315732	-1.26353	0.41136652	YRDC	yrdC N6-threonylcarbamoyltransferase domain containing
7936833	0.25398	1.92e-03	3.43223509	-1.26551	0.49771981		
7980496	0.25398	1.92e-03	-3.4322234	-1.26554	-0.39709023	CEP128	centrosomal protein 128
8053763	0.25398	1.92e-03	3.43219176	-1.26561	0.26629426	MRPS5	mitochondrial ribosomal protein S5
7893885	0.25398	1.92e-03	-3.43068207	-1.26885	-1.14235516		
8152703	0.25398	1.93e-03	-3.42966397	-1.27104	-0.36132322	FBXO32	F-box protein 32
8152092	0.25398	1.93e-03	3.42904644	-1.27236	0.69457194		
7964033	0.25398	1.94e-03	-3.42799762	-1.27461	-0.32895991	ANKRD52	ankyrin repeat domain 52
7895724	0.25398	1.95e-03	-3.42567891	-1.27959	-1.11132262		
8167965	0.25398	1.96e-03	-3.42335141	-1.28459	-0.54952297	MSN	moesin
7894034	0.25398	1.97e-03	-3.4223536	-1.28673	-0.71212572		
8038192	0.25398	1.97e-03	3.422014	-1.28746	0.26773986	FUT1	fucosyltransferase 1 (H blood group)
8164217	0.25552	2.00e-03	-3.41586263	-1.30065	-0.49494572	FAM129B	family with sequence similarity 129 member B
8168357	0.25552	2.00e-03	3.41542325	-1.30159	0.31065503	RPS26P11///RPS26	ribosomal protein S26 pseudogene 11///ribosomal protein S26
7896120	0.25552	2.01e-03	3.41423843	-1.30413	0.35886006		
8132743	0.25552	2.01e-03	3.41367602	-1.30534	0.40841065	ABCA13	ATP binding cassette subfamily A member 13
