"ID"	"Gene.title"	"Gene.symbol"	"Gene.ID"	"UniGene.title"	"UniGene.symbol"	"UniGene.ID"	"Nucleotide.Title"	"GI"	"GenBank.Accession"	"Platform_CLONEID"	"Platform_ORF"	"Platform_SPOTID"	"Chromosome.location"	"Chromosome.annotation"	"GO.Function"	"GO.Process"	"GO.Component"	"GO.Function.ID"	"GO.Process.ID"	"GO.Component.ID"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
8169717	"glutamate ionotropic receptor AMPA type subunit 3"	"GRIA3"	"2892"	""	""	""	"Homo sapiens glutamate ionotropic receptor AMPA type subunit 3 (GRIA3), transcript variant 1, mRNA///Homo sapiens glutamate ionotropic receptor AMPA type subunit 3 (GRIA3), transcript variant 2, mRNA///Homo sapiens glutamate receptor, ionotrophic, AMPA 3, mRNA (cDNA clone MGC:151073 IMAGE:40126015), complete cds"	"163659855///163659857///109659115"	"NM_007325///NM_000828///BC117464"	NA	NA	"chrX:122318006-122624766"	"Xq25"	"Chromosome X, NC_000023.11 (123184243..123490915)"	"AMPA glutamate receptor activity///excitatory extracellular ligand-gated ion channel activity///extracellular-glutamate-gated ion channel activity"	"chemical synaptic transmission///glutamate receptor signaling pathway///ion transmembrane transport///ionotropic glutamate receptor signaling pathway///response to fungicide///transport"	"AMPA glutamate receptor complex///AMPA glutamate receptor complex///asymmetric synapse///cell junction///dendritic shaft///dendritic spine///endocytic vesicle membrane///nucleoplasm///perikaryon///plasma membrane///plasma membrane///postsynaptic density///postsynaptic membrane///synaptic cleft///terminal bouton"	"GO:0004971///GO:0005231///GO:0005234"	"GO:0007268///GO:0007215///GO:0034220///GO:0035235///GO:0060992///GO:0006810"	"GO:0032281///GO:0032281///GO:0032279///GO:0030054///GO:0043198///GO:0043197///GO:0030666///GO:0005654///GO:0043204///GO:0005886///GO:0005886///GO:0014069///GO:0045211///GO:0043083///GO:0043195"	-0.805614745821428	4.60469661919231	-5.00505951163414	2.89140431191918e-05	0.079157157767486	2.2340032541925
7928218	"cadherin-related 23"	"CDH23"	"64072"	""	""	""	"Homo sapiens cadherin-related 23 (CDH23), transcript variant 1, mRNA///Homo sapiens cadherin-related 23 (CDH23), transcript variant 3, mRNA///Homo sapiens cadherin-related 23 (CDH23), transcript variant 4, mRNA///Homo sapiens cadherin-related 23 (CDH23), transcript variant 6, mRNA///Homo sapiens cadherin-related 23 (CDH23), transcript variant 7, mRNA///Homo sapiens cadherin-related 23 (CDH23), transcript variant 2, mRNA///Homo sapiens cadherin-related 23 (CDH23), transcript variant 5, mRNA///Homo sapiens cadherin-related 23 (CDH23), transcript variant 8, mRNA///Homo sapiens cadherin-related 23 (CDH23), transcript variant 9, mRNA///Homo sapiens cadherin 23 (CDH23) mRNA, complete cds"	"284925125///284925127///284925129///284925133///284925135///284925126///284925131///284925137///284925139///18077850"	"NM_022124///NM_001171930///NM_001171931///NM_001171933///NM_001171934///NM_052836///NM_001171932///NM_001171935///NM_001171936///AY010111"	NA	NA	"chr10:73156691-73575653"	"10q22.1"	"Chromosome 10, NC_000010.11 (71396934..71815947)"	"calcium ion binding///protein binding"	"calcium ion transport///calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules///equilibrioception///homophilic cell adhesion via plasma membrane adhesion molecules///inner ear receptor stereocilium organization///locomotory behavior///photoreceptor cell maintenance///regulation of cytosolic calcium ion concentration///response to stimulus///sensory perception of light stimulus///sensory perception of sound///visual perception"	"integral component of membrane///membrane///plasma membrane///stereocilium"	"GO:0005509///GO:0005515"	"GO:0006816///GO:0016339///GO:0050957///GO:0007156///GO:0060122///GO:0007626///GO:0045494///GO:0051480///GO:0050896///GO:0050953///GO:0007605///GO:0007601"	"GO:0016021///GO:0016020///GO:0005886///GO:0032420"	0.739312931976192	6.44366109807692	4.98534034506131	3.04990617502406e-05	0.079157157767486	2.18989827872489
7990540	"IMP3, U3 small nucleolar ribonucleoprotein"	"IMP3"	"55272"	""	""	""	"Homo sapiens IMP3, U3 small nucleolar ribonucleoprotein (IMP3), mRNA///Homo sapiens BRMS2 mRNA, complete cds"	"256818771///15808675"	"NM_018285///AY050497"	NA	NA	"chr15:75931429-75941047"	"15q24"	"Chromosome 15, NC_000015.10 (75639085..75640323, complement)"	"poly(A) RNA binding///protein binding///NOT rRNA binding///snoRNA binding///NOT structural constituent of ribosome"	"NOT positive regulation of translational fidelity///rRNA processing///rRNA processing"	"Mpp10 complex///nucleolus///nucleoplasm///nucleus///NOT small ribosomal subunit///small-subunit processome"	"GO:0044822///GO:0005515///NOT GO:0019843///GO:0030515///NOT GO:0003735"	"NOT GO:0045903///GO:0006364///GO:0006364"	"GO:0034457///GO:0005730///GO:0005654///GO:0005634///NOT GO:0015935///GO:0032040"	0.374641445476191	5.71401772923077	4.95893859868081	3.27582690245044e-05	0.079157157767486	2.13081483199097
7905028	"lymphocyte-specific protein 1 pseudogene///lymphocyte-specific protein 1 pseudogene"	"LOC654342///LOC645166"	"654342///645166"	""	""	""	"Homo sapiens lymphocyte-specific protein 1 pseudogene (LOC645166), transcript variant 1, non-coding RNA///Homo sapiens lymphocyte-specific protein 1 pseudogene (LOC645166), transcript variant 2, non-coding RNA///Homo sapiens lymphocyte-specific protein 1 pseudogene (LOC654342), non-coding RNA///Homo sapiens lymphocyte-specific protein 1 pseudogene (LOC645166), transcript variant 3, non-coding RNA"	"527317432///527317434///224549025///527317435"	"NR_027354///NR_027355///NR_027238///NR_027356"	NA	NA	"chr1:148932786-148933368"	"2p11.1///1q21.1"	"Chromosome 2, NC_000002.12 (91636683..91659949, complement)///Chromosome 1, NC_000001.11 (144716079..144740806)"	""	""	""	""	""	""	-0.56985604225	6.64762188146154	-4.94744414349141	3.37934822409487e-05	0.079157157767486	2.10508088753711
8084923	"long intergenic non-protein coding RNA 885"	"LINC00885"	"401109"	""	""	""	"Homo sapiens long intergenic non-protein coding RNA 885 (LINC00885), long non-coding RNA///Homo sapiens cDNA clone MGC:168946 IMAGE:9021323, complete cds"	"300796726///223459799"	"NR_034088///BC151150"	NA	NA	"chr3:195869507-195887761"	"3q29"	"Chromosome 3, NC_000003.12 (196142636..196160890)"	""	""	""	""	""	""	-1.18284979375	5.51785433046154	-4.90325764203818	3.8087042408816e-05	0.079157157767486	2.00609732969151
7964142	"apolipoprotein F"	"APOF"	"319"	""	""	""	"Homo sapiens apolipoprotein F (APOF), mRNA///Homo sapiens apolipoprotein F, mRNA (cDNA clone MGC:22520 IMAGE:4710467), complete cds"	"50659075///20072209"	"NM_001638///BC026257"	NA	NA	"chr12:56754353-56771492"	"12q13.3"	"Chromosome 12, NC_000012.12 (56360571..56362799, complement)"	"cholesterol binding///lipid transporter activity///receptor binding"	"cholesterol metabolic process///lipid metabolic process///lipid transport"	"extracellular region///high-density lipoprotein particle///low-density lipoprotein particle"	"GO:0015485///GO:0005319///GO:0005102"	"GO:0008203///GO:0006629///GO:0006869"	"GO:0005576///GO:0034364///GO:0034362"	0.939550523357143	9.90088011823077	4.89625905758639	3.88154575329345e-05	0.079157157767486	1.99041151584341
7934789	"glutamate ionotropic receptor delta type subunit 1"	"GRID1"	"2894"	""	""	""	"Homo sapiens glutamate ionotropic receptor delta type subunit 1 (GRID1), mRNA///Homo sapiens glutamate receptor, ionotropic, delta 1, mRNA (cDNA clone MGC:33869 IMAGE:5273869), complete cds"	"221625452///24657794"	"NM_017551///BC039263"	NA	NA	"chr10:87359312-88126283"	"10q22"	"Chromosome 10, NC_000010.11 (85599555..86366493, complement)"	"extracellular-glutamate-gated ion channel activity///ionotropic glutamate receptor activity"	"ion transmembrane transport///ionotropic glutamate receptor signaling pathway///social behavior"	"cell junction///extracellular exosome///integral component of membrane///postsynaptic membrane"	"GO:0005234///GO:0004970"	"GO:0034220///GO:0035235///GO:0035176"	"GO:0030054///GO:0070062///GO:0016021///GO:0045211"	-1.25241175740476	5.22979539084615	-4.87856796199713	4.07194705960428e-05	0.079157157767486	1.95075146783635
7916526	"complement component 8, beta polypeptide"	"C8B"	"732"	""	""	""	"Homo sapiens complement component 8, beta polypeptide (C8B), transcript variant 1, mRNA"	"514239915"	"NM_000066"	NA	NA	"chr1:57394772-57431688"	"1p32.2"	"Chromosome 1, NC_000001.11 (56929210..56974383, complement)"	"protein complex binding"	"complement activation///complement activation, alternative pathway///complement activation, classical pathway///cytolysis///immune response///regulation of complement activation"	"extracellular exosome///extracellular region///extracellular space///extracellular vesicle///membrane///membrane attack complex"	"GO:0032403"	"GO:0006956///GO:0006957///GO:0006958///GO:0019835///GO:0006955///GO:0030449"	"GO:0070062///GO:0005576///GO:0005615///GO:1903561///GO:0016020///GO:0005579"	0.433179234809526	10.5782879319615	4.86023179904682	4.2791507938095e-05	0.079157157767486	1.90963179353817
8079117	"atypical chemokine receptor 2"	"ACKR2"	"1238"	""	""	""	"Homo sapiens atypical chemokine receptor 2 (ACKR2), mRNA///Homo sapiens chemokine binding protein 2, mRNA (cDNA clone MGC:10475 IMAGE:3958671), complete cds"	"156523973///33989143"	"NM_001296///BC011631"	NA	NA	"chr3:42850964-42908775"	"3p21.3"	"Chromosome 3, NC_000003.12 (42809472..42867283)"	"C-C chemokine binding///C-C chemokine receptor activity///chemokine receptor activity///scavenger receptor activity"	"G-protein coupled receptor signaling pathway///chemokine-mediated signaling pathway///chemotaxis///immune response///inflammatory response///multicellular organism development///receptor-mediated endocytosis"	"actin filament///early endosome///integral component of plasma membrane///plasma membrane///plasma membrane///recycling endosome"	"GO:0019957///GO:0016493///GO:0004950///GO:0005044"	"GO:0007186///GO:0070098///GO:0006935///GO:0006955///GO:0006954///GO:0007275///GO:0006898"	"GO:0005884///GO:0005769///GO:0005887///GO:0005886///GO:0005886///GO:0055037"	0.762758386690477	6.66686575746154	4.80609000428187	4.95451201092202e-05	0.085943494551671	1.78814281649498
7903355	"G protein-coupled receptor 88"	"GPR88"	"54112"	""	""	""	"Homo sapiens G protein-coupled receptor 88 (GPR88), mRNA///Homo sapiens strg mRNA for striatum-specific G protein-coupled receptor, complete cds"	"116063555///11275367"	"NM_022049///AB042410"	NA	NA	"chr1:101003693-101007583"	"1p21.3"	"Chromosome 1, NC_000001.11 (100538172..100542027)"	"G-protein coupled receptor activity"	"G-protein coupled receptor signaling pathway///G-protein coupled receptor signaling pathway///cell surface receptor signaling pathway///locomotory behavior///neuromuscular process controlling balance///neuronal action potential"	"cellular_component///integral component of plasma membrane"	"GO:0004930"	"GO:0007186///GO:0007186///GO:0007166///GO:0007626///GO:0050885///GO:0019228"	"GO:0005575///GO:0005887"	0.998421497285715	5.81774817903846	4.79091438023004	5.16223651089714e-05	0.085943494551671	1.75407222860187
7895941	""	""	""	""	""	""	""	""	""	NA	NA	"--normgene->intron"	""	""	""	""	""	""	""	""	0.897526978297619	5.26034251703846	4.70421621389667	6.52701656874305e-05	0.0967382325175341	1.55930377368125
8161270	"ankyrin repeat domain 18A"	"ANKRD18A"	"253650"	""	""	""	"Homo sapiens ankyrin repeat domain 18A (ANKRD18A), mRNA///Homo sapiens ankyrin repeat domain 18A, mRNA (cDNA clone MGC:176674 IMAGE:8862553), complete cds"	"283549152///156230633"	"NM_147195///BC152434"	NA	NA	"chr9:38540566-38620657"	"9p13.1"	"Chromosome 9, NC_000009.12 (38566260..38620587, complement)"	""	""	""	""	""	""	-1.00413436045238	4.10608335288462	-4.7028536962098	6.55111657813186e-05	0.0967382325175341	1.5562414320825
7924636	"transmembrane protein 63A"	"TMEM63A"	"9725"	""	""	""	"Homo sapiens transmembrane protein 63A (TMEM63A), mRNA///Homo sapiens transmembrane protein 63A, mRNA (cDNA clone MGC:39936 IMAGE:5216414), complete cds"	"270288732///20988422"	"NM_014698///BC030245"	NA	NA	"chr1:226033237-226070069"	"1q42.12"	"Chromosome 1, NC_000001.11 (225840556..225882720, complement)"	"nucleotide binding"	"ion transport"	"extracellular exosome///integral component of membrane///lysosomal membrane"	"GO:0000166"	"GO:0006811"	"GO:0070062///GO:0016021///GO:0005765"	-0.652533410428573	9.16488340657692	-4.69552799952902	6.68222166532505e-05	0.0967382325175341	1.53977584776661
8101648	"hydroxysteroid 17-beta dehydrogenase 11"	"HSD17B11"	"51170"	""	""	""	"Homo sapiens hydroxysteroid 17-beta dehydrogenase 11 (HSD17B11), mRNA///Homo sapiens hydroxysteroid (17-beta) dehydrogenase 11, mRNA (cDNA clone MGC:32825 IMAGE:4715042), complete cds"	"613410228///23241679"	"NM_016245///BC036001"	NA	NA	"chr4:88257762-88312348"	"4q22.1"	"Chromosome 4, NC_000004.12 (87336522..87391303, complement)"	"estradiol 17-beta-dehydrogenase activity///steroid dehydrogenase activity"	"androgen catabolic process///estrogen biosynthetic process///oxidation-reduction process///steroid biosynthetic process"	"cytoplasm///cytosol///extracellular region///intracellular membrane-bounded organelle///lipid particle"	"GO:0004303///GO:0016229"	"GO:0006710///GO:0006703///GO:0055114///GO:0006694"	"GO:0005737///GO:0005829///GO:0005576///GO:0043231///GO:0005811"	0.643029420166664	10.1381141893077	4.64301182246177	7.70187368092017e-05	0.0995461739284627	1.42171068549047
8072876	"galectin 1"	"LGALS1"	"3956"	""	""	""	"Homo sapiens galectin 1 (LGALS1), mRNA///Homo sapiens beta-galactoside-binding lectin precursor (LGALS1) mRNA, complete cds"	"85815826///169635014"	"NM_002305///EU363770"	NA	NA	"chr22:38071613-38075809"	"22q13.1"	"Chromosome 22, NC_000022.11 (37675606..37679802)"	"glycoprotein binding///lactose binding///laminin binding///poly(A) RNA binding///protein binding///protein homodimerization activity///signal transducer activity"	"T cell costimulation///apoptotic process///cellular response to glucose stimulus///cellular response to organic cyclic compound///multicellular organismal response to stress///myoblast differentiation///negative regulation of cell-substrate adhesion///negative regulation of neuron projection development///plasma cell differentiation///positive regulation of I-kappaB kinase/NF-kappaB signaling///NOT positive regulation of dendritic cell differentiation///positive regulation of erythrocyte aggregation///positive regulation of viral entry into host cell///regulation of apoptotic process///response to axon injury///response to drug///signal transduction"	"cell surface///cytoplasm///extracellular exosome///extracellular matrix///colocalizes_with extracellular matrix///colocalizes_with extracellular matrix///extracellular space///intracellular///nucleus///proteinaceous extracellular matrix"	"GO:0001948///GO:0030395///GO:0043236///GO:0044822///GO:0005515///GO:0042803///GO:0004871"	"GO:0031295///GO:0006915///GO:0071333///GO:0071407///GO:0033555///GO:0045445///GO:0010812///GO:0010977///GO:0002317///GO:0043123///NOT GO:2001200///GO:0034120///GO:0046598///GO:0042981///GO:0048678///GO:0042493///GO:0007165"	"GO:0009986///GO:0005737///GO:0070062///GO:0031012///colocalizes_with GO:0031012///colocalizes_with GO:0031012///GO:0005615///GO:0005622///GO:0005634///GO:0005578"	-0.540530927595235	9.69725233669231	-4.63439123385179	7.88347293760535e-05	0.0995461739284627	1.4023263391871
8050702	"tumor protein p53 inducible protein 3"	"TP53I3"	"9540"	""	""	""	"Homo sapiens tumor protein p53 inducible protein 3 (TP53I3), transcript variant 1, mRNA///Homo sapiens tumor protein p53 inducible protein 3 (TP53I3), transcript variant 2, mRNA///Homo sapiens mRNA for tumor protein p53 inducible protein 3 variant, clone: FCC106D10"	"332205878///332205879///62898324"	"NM_004881///NM_147184///AK223382"	NA	NA	"chr2:24300303-24308085"	"2p23.3"	"Chromosome 2, NC_000002.12 (24077428..24085215, complement)"	"NADPH binding///NADPH:quinone reductase activity///NADPH:quinone reductase activity///protein homodimerization activity///quinone binding///zinc ion binding"	"NADP metabolic process///oxidation-reduction process///regulation of apoptotic process"	"cytosol///extracellular exosome"	"GO:0070402///GO:0003960///GO:0003960///GO:0042803///GO:0048038///GO:0008270"	"GO:0006739///GO:0055114///GO:0042981"	"GO:0005829///GO:0070062"	-0.822532973892856	5.93907456330769	-4.63403305202691	7.89110991830565e-05	0.0995461739284627	1.40152090866411
8100318	"sarcoglycan beta"	"SGCB"	"6443"	""	""	""	"Homo sapiens sarcoglycan, beta (43kDa dystrophin-associated glycoprotein) (SGCB), mRNA///Human beta-sarcoglycan A3b mRNA, complete cds"	"209693454///1054894"	"NM_000232///U31116"	NA	NA	"chr4:52886872-52904467"	"4q12"	"Chromosome 4, NC_000004.12 (52020695..52038319, complement)"	""	"cardiac muscle cell development///membrane organization///muscle fiber development///muscle organ development///vascular smooth muscle cell development"	"cytoplasm///cytoskeleton///dystrophin-associated glycoprotein complex///integral component of plasma membrane///sarcoglycan complex///sarcolemma"	""	"GO:0055013///GO:0061024///GO:0048747///GO:0007517///GO:0097084"	"GO:0005737///GO:0005856///GO:0016010///GO:0005887///GO:0016012///GO:0042383"	-0.723126844499999	7.33145804619231	-4.62564681432563	8.0720386102907e-05	0.0995461739284627	1.38266267086035
